property_title,property_location,price,area,listing_type
200 m2 5 Bedrooms Townhouse for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",350.0,200.0,For Rent
Ruwi-1BHK Semi Furnished-Near Grand Hypermarket-No Lift,"Muscat, Ruwi",200.0,60.0,For Rent
markaz al bhaja,"Muscat, Al Mouj",50.0,60.0,For Rent
ROOM FOR DAILY RENT,"Dhofar, Salala",15.0,60.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",200.0,300.0,For Rent
Aziba villa 4+1 for rent بالعذيبه الشماليه فيلا 4+1 للايجار,"Muscat, Azaiba",650.0,300.0,For Rent
صالة اجتماعات للإيجار,"Muscat, Al Khuwair",120.0,25.0,For Rent
600 m2 More than 6 bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",20.0,600.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",400.0,300.0,For Rent
95 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45.0,95.0,For Rent
Semi Furnished Monthly in Al Dakhiliya Bahla,"Al Dakhiliya, Bahla",50.0,95.0,For Rent
Shared room for male or female employees in   غرفة مشتركه للموظفين او الموظفات في العذيبه قريب البحر,"Muscat, Azaiba",55.0,95.0,For Rent
مطعم للبيع,"Dhofar, Salala",5000500.0,49.0,For Rent
مخزن للإيجار,"Muscat, Al Maabilah",180.0,600.0,For Rent
Single Room for Rent in Azaiba for Executive bachelor or Ladies,"Muscat, Azaiba",110.0,600.0,For Rent
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",85.0,500.0,For Rent
50 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,50.0,For Rent
22 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,22.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",10.0,22.0,For Rent
للايجار مكاتب موقع تجاري ومتميز جدا ب غلا مقسم وجاهز للشركات,"Muscat, Ghala",300.0,90.0,For Rent
مساحة مفتوحة للإيجار للمكاتب و الشركات مكان مميز و حيوي (  open space For Rent ) مع شهرين مجاني,"Muscat, Ghala",800.0,350.0,For Rent
للايجار مساحات تجاريه مفتوحه ف موقع متميز و حيوي شارع 18 نوفمبر العذيبه -open space for Rent,"Muscat, Azaiba",3300.0,474.0,For Rent
4 rooms 1 hall  4 bathrooms Kitchen,"Muscat, Al-Wuttayah",180.0,300.0,For Rent
600 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25.0,600.0,For Rent
Luxurious 1 bedroom Apartment (310 includes wifi+water+elect.),"Muscat, Qurm",310.0,60.0,For Rent
For Rent: 2-Bedroom Flats with Ensuite Bedrooms & Free WiFi – Al Khuwair South  REF HO3008,"Muscat, Al Khuwair",275.0,110.0,For Rent
Semi Furnished Monthly in Muscat Seeb,"Muscat, Seeb",1.0,110.0,For Rent
For Rent: 3-Bedroom Flat with Ensuite Rooms NO HALL – Al Khuwair South  REF HO3007,"Muscat, Al Khuwair",250.0,95.0,For Rent
Residential Land for Rent in Al Batinah Rustaq,"Al Batinah, Rustaq",9500.0,95.0,For Rent
50 m2 Studio Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",95.0,50.0,For Rent
85 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35.0,85.0,For Rent
2147483647 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,2147483647.0,For Rent
420 m2 4 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",50.0,420.0,For Rent
5000 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",180.0,5000.0,For Rent
ڤيلا جديده للإيجار اليومي,"Dhofar, Salala",100.0,800.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25.0,120.0,For Rent
5 Bedrooms Chalet for Rent in Muscat Seeb,"Muscat, Seeb",70.0,800.0,For Rent
Water shop,"Al Batinah, Barka",1200.0,800.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",110.0,100.0,For Rent
250 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20.0,250.0,For Rent
87 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20.0,87.0,For Rent
200000 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Al Mudaibi,"Al Sharqiya, Al Mudaibi",130.0,200000.0,For Rent
Villa for rent in al awabi near to lulu store and Indian school,"Muscat, Ansab",450.0,285.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",60.0,285.0,For Rent
100 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",30.0,100.0,For Rent
محلات للإيجار تصلح مخازن للمواد الغذائية او الاعلاف او المواد الطبية او مخبز Shops for rent,"Al Dakhiliya, Nizwa",60.0,150.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Al Batinah Barka,"Al Batinah, Barka",130.0,70.0,For Rent
"شقة غرفتين بالشرادي  السيب لايجار 2 Bedrooms For Rent at Sharadi l, Al Seeb","Muscat, Seeb",120.0,100.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",40.0,350.0,For Rent
ارض صناعي 500م2,"Muscat, Misfah",400.0,500.0,For Rent
Furnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",140.0,500.0,For Rent
Furnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",70.0,500.0,For Rent
300 m2 2 Bedrooms Villa for Rent in Dhofar Taqah,"Dhofar, Taqah",50.0,300.0,For Rent
1285 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25.0,1285.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",90.0,1285.0,For Rent
400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",60.0,400.0,For Rent
2147483647 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15.0,2147483647.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Darsait,"Muscat, Darsait",200.0,120.0,For Rent
241 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",30.0,241.0,For Rent
300 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",300.0,300.0,For Rent
300 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",5.0,300.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",5.0,300.0,For Rent
550 m2 3 Bedrooms Townhouse for Rent in Dhofar Mirbat,"Dhofar, Mirbat",35.0,550.0,For Rent
4 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",15.0,4.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",150.0,1.0,For Rent
2 Bedrooms Chalet for Rent in Muscat Quriyat,"Muscat, Quriyat",100.0,150.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Taqah,"Dhofar, Taqah",50.0,200.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",130.0,200.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",130.0,200.0,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",1.0,200.0,For Rent
587 m2 1 Bedroom Apartments for Rent in Al Dakhiliya Izki,"Al Dakhiliya, Izki",15.0,587.0,For Rent
100 m2 2 Bedrooms Townhouse for Rent in Muscat Rusail,"Muscat, Rusail",200.0,100.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",120.0,120.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",160.0,100.0,For Rent
121 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",150.0,121.0,For Rent
500 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",180.0,500.0,For Rent
1 Room for rent 130 rials including all Sharing Kitchen Only Indians Bachelors,"Muscat, Al Khuwair",130.0,500.0,For Rent
One & Two Bedrooms apartment for rent in Al Amerat near Babil Hospital,"Muscat, Amerat",140.0,110.0,For Rent
شقة للإيجار قرب دوار المعمورة بجانب محطة نفط عمان,"Dhofar, Salala",25.0,600.0,For Rent
Spacious 5BR Standalone Villa for Rent in Azaiba,"Muscat, Azaiba",750.0,300.0,For Rent
Renting of apartments on daily basis,"Dhofar, Salala",10.0,350.0,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",100.0,173.0,For Rent
luxurry  villa in south hail فيلا راقيه  بموقع مميز بالحيل الجنوبيه,"Muscat, Al-Hail",520.0,350.0,For Rent
For rent in special place. Open space in qurum 29 nearmuscat gallery,"Muscat, Qurm",1000.0,186.0,For Rent
Furnished Monthly in Muscat Bosher,"Muscat, Bosher",60.0,186.0,For Rent
250 m2 More than 6 bedrooms Townhouse for Rent in Al Batinah Rustaq,"Al Batinah, Rustaq",250.0,250.0,For Rent
"Open plan office space for 10 persons in MUSCAT, Beach One","Muscat, Muttrah",1179.0,45.0,For Rent
"Find a dedicated desk in Muscat, Pearl Square","Muscat, Muscat Hills",119.0,10.0,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",110.0,10.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",140.0,300.0,For Rent
186 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50.0,186.0,For Rent
Residential Land for Rent in Al Batinah Saham,"Al Batinah, Saham",9800.0,186.0,For Rent
Industrial Land for Rent in Al Sharqiya Sinaw,"Al Sharqiya, Sinaw",1500.0,186.0,For Rent
Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",15.0,186.0,For Rent
محل للايجار في بوشر موقع ممتاز جدا,"Muscat, Bosher",300.0,30.0,For Rent
Mixed Use Land for Rent in Al Batinah Sohar,"Al Batinah, Sohar",250.0,30.0,For Rent
مطعم للبيع او الشراكه في الخوير جديد وموقع حيوي جدا,"Muscat, Al Khuwair",40000.0,500.0,For Rent
Azaiba-3BR villa type apartment-Laundry room-Ground Floor-OMR 400,"Muscat, Azaiba",400.0,250.0,For Rent
Villa for rent sarooj Opp main road,"Muscat, Qurm",1400.0,1111.0,For Rent
محلات ومعارض للإيجار,"Al Sharqiya, Sur",10.0,9.0,For Rent
350 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35.0,350.0,For Rent
25 m2 1 Bedroom Apartments for Rent in Dhofar Other,"Dhofar, Other",13.0,25.0,For Rent
Al khuwair-Furnished flat for rent-OMR 270 only!!,"Muscat, Al Khuwair",270.0,65.0,For Rent
200 m2 4 Bedrooms Townhouse for Rent in Muscat Muttrah,"Muscat, Muttrah",160.0,200.0,For Rent
Room for rent in Alkuwair -غرفة للايجار في الخوير,"Muscat, Al Khuwair",125.0,200.0,For Rent
Bosher-Spacious 4Bedroom Townhouse-Maidroom-garage parking!!,"Muscat, Bosher",490.0,350.0,For Rent
2-BEDROOM APARTMENT [MB-031],"Muscat, Al Maabilah",180.0,1.0,For Rent
300600 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1.0,300600.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Other,"Al Sharqiya, Other",20.0,300.0,For Rent
محل أو معرض  وشقة للإيجار مفتوح من 3 جهات ومطل على شارع نستو,"Muscat, Al Maabilah",1100.0,200.0,For Rent
1 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1.0,1.0,For Rent
150 m2 5 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1.0,150.0,For Rent
Studio Chalet for Rent in Al Dakhiliya Hamra,"Al Dakhiliya, Hamra",35.0,100.0,For Rent
76 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30.0,76.0,For Rent
25 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",14.0,25.0,For Rent
محل للايجار في شارع مزون في الخوض السابعه في منطقه حيويه جدا- Shop for rent,"Muscat, Al Khoud",550.0,57.0,For Rent
ورشة ومركز صيانة جاهز للإيجار في موقع حيوي واستراتيجي على الشارع العام مباشرة في منطقة المسفاة,"Muscat, Misfah",2000.0,1600.0,For Rent
30 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",10.0,30.0,For Rent
"Furnished 2bhk, rent 200omr","Muscat, Other",200.0,30.0,For Rent
معرض تجاري للإيجار  Commercial Showroom for Rent,"Al Batinah, Suwaiq",1500.0,1100.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",280.0,100.0,For Rent
30 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",200.0,30.0,For Rent
30 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",250.0,30.0,For Rent
80 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",180.0,80.0,For Rent
4 Bedrooms Chalet for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",50.0,1200.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",140.0,1200.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",110.0,1200.0,For Rent
240 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,"Dhofar, Other",45.0,240.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Other,"Al Sharqiya, Other",60.0,200.0,For Rent
محلات جديدة للإيجار المعبيلة الجنوبية,"Muscat, Al Maabilah",180.0,30.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",40.0,600.0,For Rent
108 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",6.0,108.0,For Rent
Shops in biggest mall Bazaar Sohar in   Sohar downtown near all attractive places with High Brands,"Al Batinah, Sohar",200.0,20.0,For Rent
Brand-New Comfort – Apartment in Al Wadi Al kabir  with Unused Appliances,"Muscat, Wadi Al Kabir",110.0,50.0,For Rent
"Your Dream Home in Qurum – Fully Furnished!""","Muscat, Qurm",245.0,200.0,For Rent
Mixed Use Land for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",1500.0,200.0,For Rent
1 Bedroom Chalet for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",30.0,150.0,For Rent
محل مميز للايجار في صحار داونتاون مول,"Al Batinah, Sohar",250.0,40.0,For Rent
80 m2 1 Bedroom Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",6.0,80.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",1.0,100.0,For Rent
For Rent – Family Apartment in South Ghubrah,"Muscat, Ghubrah",300.0,1.0,For Rent
Mixed Use Land for Rent in Buraimi Other,"Buraimi, Other",1000000.0,1.0,For Rent
3+1 BEDROOM VILLA [GU-228],"Muscat, Ghubrah",600.0,1.0,For Rent
Sea View Apartment for rent in Al Mouj REF 38iC,"Muscat, Al Mouj",1600.0,300.0,For Rent
Unfurnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",115.0,300.0,For Rent
شقق (مكتبية) في الخوض السابعة  hood727,"Muscat, Al Khoud",230.0,125.0,For Rent
1 bedroom furnished apartments at Al khuwair,"Muscat, Al Khuwair",220.0,11.0,For Rent
1bhk furnished apartments 220OMR including all bills,"Muscat, Al Khuwair",220.0,20.0,For Rent
253 m2 4 Bedrooms Townhouse for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",260.0,253.0,For Rent
Unfurnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",145.0,253.0,For Rent
مخزن / ورشة للايجار في المعبيلة الصناعية 13,"Muscat, Al Maabilah",900.0,250.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",10.0,250.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",10.0,150.0,For Rent
130 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",225.0,130.0,For Rent
"Coworking space in MUSCAT, Al Mawaleh","Muscat, Muttrah",109.0,10.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",115.0,10.0,For Rent
450 m2 More than 6 bedrooms Villa for Rent in Muscat Qurm,"Muscat, Qurm",800.0,450.0,For Rent
Take over Nail Salon,"Muscat, Al Mouj",609.0,29.0,For Rent
Semi Furnished Monthly in Al Dakhiliya Manah,"Al Dakhiliya, Manah",1500.0,29.0,For Rent
118 m2 3 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",450.0,118.0,For Rent
5-BEDROOM TWIN VILLA [MQ-187],"Muscat, Madinat As Sultan Qaboos",1700.0,1.0,For Rent
Unfurnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",120.0,1.0,For Rent
مبنى جديد للإجار,"Al Batinah, Al Masnaah",800.0,400.0,For Rent
مغسلة وتشحيم السيارات و الشاحنات لإيجار   Car and truck wash and lubrication for rent,"Muscat, Misfah",550.0,200.0,For Rent
63 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",24.0,63.0,For Rent
FOR RENT spacious villa located in MQ للإيجار فيلا مؤلفة من 5 غرف في مدينة السلطان قابوس,"Muscat, Madinat As Sultan Qaboos",2500.0,250.0,For Rent
90 m2 3 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",350.0,90.0,For Rent
Furnished Daily in Muscat Ghubrah,"Muscat, Ghubrah",27.0,90.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",400.0,100.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",7.0,100.0,For Rent
3-BEDROOM TOWNHOUSE [WA-155],"Muscat, Al Mouj",1100.0,1.0,For Rent
"Exquisite 3-Bedroom Luxury Villa in the Heart of Al Mouj, Muscat For rent","Muscat, Al Mouj",1250.0,270.0,For Rent
Apartments for Rent in Muscat Amerat,"Muscat, Amerat",10.0,270.0,For Rent
Luxury furnished apartment for rent - primer Location with premium amenities,"Muscat, Azaiba",500.0,145.0,For Rent
Italian coffee machine Aequinox,"Muscat, Qurm",1535.0,50.0,For Rent
قدور بوفيه للإيجار,"Muscat, Ruwi",3.0,8.0,For Rent
قوس ورد للمدخل للإيجار shop entrance decor,"Muscat, Ruwi",50.0,70.0,For Rent
جهاز حمام مغربي,"Muscat, Ruwi",120.0,70.0,For Rent
للبيع فرن صبغ مركبات,"Muscat, Wadi Al Kabir",3.0,300.0,For Rent
2-BEDROOM APARTMENT,Al Ansab,300.0,39.0,For Rent
2-BEDROOM APARTMENT,Shatti Al Qurum,500.0,39.0,For Rent
4+1 BEDROOM TWIN VILLA,Madinat Qaboos (MQ),1500.0,39.0,For Rent
COMMERCIAL SHOP,Ghala,370.0,39.0,For Rent
COMMERCIAL OFFICE SPACE,Bausher,4.0,39.0,For Rent
"2, 3 & 4-BEDROOM COMPOUND VILLAS",Rusayl,650.0,39.0,For Rent
COMMERCIAL SPACE,Shatti Al Qurum,6.0,39.0,For Rent
6+1 BEDROOM TWIN VILLA,Bausher,1000.0,39.0,For Rent
5+1 BEDROOM TWIN VILLA,Al Ansab,750.0,39.0,For Rent
RETAIL SPACES,Al Khuwair,7.0,39.0,For Rent
Showroom- Fitted for Medical or Healthcare Use,,7.0,39.0,For Rent
COMMERCIAL SPACE,Azaiba,2200.0,39.0,For Rent
2-BEDROOM APARTMENT,Maabelah,180.0,39.0,For Rent
3-BEDROOM APARTMENT,Al Khuwair,280.0,39.0,For Rent
1 & 2-BEDROOM APARTMENT,Al Ghoubrah,250.0,39.0,For Rent
4-BEDROOM TWIN VILLA,Madinat Qaboos (MQ),800.0,39.0,For Rent
4-BEDROOM TWIN VILLA,,700.0,39.0,For Rent
4-BEDROOM VILLA,,600.0,39.0,For Rent
3-BEDROOM APARTMENT,Darsait,400.0,39.0,For Rent
2+1 BEDROOM APARTMENT,Al Ghoubrah,550.0,39.0,For Rent
5-BEDROOM TWIN VILLA,Madinat Qaboos (MQ),1800.0,39.0,For Rent
7-BEDROOM TWIN VILLA,Al Mawaleh,675.0,39.0,For Rent
5-BEDROOM COMPOUND VILLA,Madinat Al llam,900.0,39.0,For Rent
OFFICE SPACE,Muscat Hills,6.0,51.63,For Rent
3-BEDROOM TOWNHOUSE,The Wave Muscat,1100.0,51.63,For Rent
5-BEDROOM DETACHED VILLA,Muscat Hills,2500.0,51.63,For Rent
5-BEDROOM TWIN VILLA,Al Ansab,700.0,51.63,"For Rent, For Sale"
2-BEDROOM APARTMENT,Al Ghoubrah,600.0,51.63,For Rent
2-BEDROOM APARTMENT,Muscat Hills,450.0,51.63,For Rent
2-BEDROOM APARTMENT,Al Mawaleh,275.0,51.63,For Rent
4-BEDROOM TWIN VILLA,Al Mawaleh,560.0,51.63,For Rent
3-BEDROOM TWIN VILLA,Al Mawaleh,560.0,51.63,For Rent
1-BEDROOM APARTMENT,Muscat Hills,375.0,51.63,For Rent
6+2 BEDROOM STANDALONE VILLA,Qurum,1300.0,1255.0,For Rent
6-BEDROOM APARTMENT,Al Khuwair,550.0,1255.0,For Rent
4+1 BEDROOM COMPOUND VILLA,Shatti Al Qurum,700.0,1255.0,For Rent
4+1 TWIN VILLA,Shatti Al Qurum,1000.0,1255.0,"For Rent, For Sale"
4-BEDROOM TOWNHOUSE,Al Hail,450.0,1255.0,For Rent
3+1 TOWNHOUSE,Maabelah,600.0,1255.0,For Rent
2-BEDROOM TOWNHOUSE,Al Ansab,650.0,200.0,For Rent
2-BEDROOM APARTMENT,Al Ansab,400.0,200.0,For Rent
6-BEDROOM TWIN VILLA,Shatti Al Qurum,700.0,200.0,For Rent
6 BEDROOM DETACHED VILLA,Madinat Al llam,850.0,200.0,For Rent
4 BEDROOM TWIN-VILLA,Al Mawaleh,700.0,200.0,For Rent
Office Space,Bausher,400.0,55.0,For Rent
2 + 1 FULLY FURNISHED APARTMENT,Qurum,500.0,55.0,For Rent
5 BEDROOM TOWNHOUSE,Qurum,850.0,55.0,For Rent
5 BEDROOM TOWNHOUSE,Qurum,950.0,55.0,For Rent
2 BEDROOM APARTMENT,Shatti Al Qurum,450.0,55.0,For Rent
3 BEDROOM APARTMENT,Azaiba,330.0,55.0,For Rent
1 & 2 BEDROOM APARTMENT,Azaiba,280.0,55.0,For Rent
3BEDROOM FURNISHED TWIN VILLA IN (AL KHOUD),Al Khoudh,400.0,300.0,For Rent
COMMERCIAL OFFICE SPACE IN (BAUSHER),Bausher,1600.0,415.0,For Rent
3 BEDROOM APARTMENT IN (DARSIT),Darsait,450.0,415.0,For Rent
2 BEDROOM APARTMENT IN (DARSIT),Darsait,400.0,415.0,For Rent
3+1 BEDROOM TOWNHOUSE IN (MADINAT SULTAN QABOOS),Madinat Qaboos (MQ),650.0,415.0,For Rent
FURNISHED 2 BEDROOM APARTMENT IN ( MUSCAT HILLS),Muscat Hills,475.0,415.0,For Rent
3 BEDROOM APARTMENT IN (AL KHUWAIR),Al Khuwair,360.0,415.0,For Rent
2 BEDROOM APARTMENT IN ( MADINAT SULTAN QABOOS),Madinat Qaboos (MQ),300.0,150.0,For Rent
3 BEDROOM TOWMHOUSE IN (MADINAT AL ILAM),Madinat Al llam,550.0,150.0,For Rent
3 BEDROOM TOWMHOUSE IN (MADINAT AL ILAM),Madinat Al llam,450.0,150.0,For Rent
3 BEDROOM TOWNHOUSE,Qurum,650.0,150.0,For Rent
5+1 BEDROOM VILLA IN ( QURUM),Qurum,2500.0,150.0,For Rent
3+1 BEDROOM VILLA IN ( SHATTI QURUM),Shatti Al Qurum,2500.0,150.0,For Rent
3+1 BEDROOM TOWNHOUSE IN (QURUM),Qurum,1000.0,150.0,For Rent
2 SPACIOUS SHOWROOM IN ( MAABELLAH),Maabelah,3000.0,300.0,For Rent
5 BEDROOM TWIN VILLA,Azaiba,700.0,200.0,For Rent
COMMERCIAL SPACE FOR RENT IN (RUWI),Ruwi,11000.0,200.0,For Rent
4+1  BEDROOM TWIN-VILLA,Maabelah,450.0,250.0,For Rent
4+1 BEDROOM TWIN-VILLA IN ( QURUM),Qurum,1350.0,600.0,For Rent
2 BEDROOM PENTHOUSE  IN ( MUSCAT HILLS),Muscat Hills,650.0,250.0,For Rent
2 BEDROOM PENTHOUSE FURNISHED IN ( MUSCAT HILLS),Muscat Hills,750.0,250.0,For Rent
