propert_title,propert_location,price,area,listing_type
600 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala","1,000 OMR",600,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",15 OMR,,For Rent
Flat for rent near Indian School Mabila,"Muscat, Al Maabilah",330 OMR,150,For Rent
150 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1 OMR,150,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",300 OMR,80,For Rent
shared room only for girls students and job holders,"Al Batinah, Sohar",80 OMR,,For Rent
1200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35 OMR,1200,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,200,For Rent
420 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala","70,000 OMR",420,For Rent
2000 m2 More than 6 bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",800 OMR,2000,For Rent
بناية للايجار 36 شقه غرفتين ومجلس,"Muscat, Al-Hail","9,000 OMR",2000,For Rent
2000 m2 3 Bedrooms Villa for Rent in Muscat Ghala,"Muscat, Ghala",500 OMR,2000,For Rent
300 m2 4 Bedrooms Villa for Rent in Muscat Bosher,"Muscat, Bosher","1,200 OMR",300,For Rent
500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",150 OMR,500,For Rent
20000 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",250 OMR,20000,For Rent
180 m2 3 Bedrooms Townhouse for Rent in Al Dakhiliya Manah,"Al Dakhiliya, Manah",120 OMR,180,For Rent
200 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",200 OMR,200,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",13 OMR,,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Jalan Bani buhassan,"Al Sharqiya, Jalan Bani buhassan",40 OMR,280,For Rent
512 m2 5 Bedrooms Villa for Rent in Muscat Al Khoud,"Muscat, Al Khoud",400 OMR,512,For Rent
محل للإيجار في موقع ممتاز,"Al Dhahirah, Ibri",100 OMR,24,For Rent
200 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,200,For Rent
350 m2 4 Bedrooms Villa for Rent in Muscat Seeb,"Muscat, Seeb",400 OMR,350,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,300,For Rent
Room for rent and also have Bedspace near safeer mall Sohar Al tarif,"Al Batinah, Sohar",90 OMR,500,For Rent
فرصتك لتكون في أهم شارع تجاري – 18 نوفمبر  Retail Opportunity in the Heart of Al Azaiba,"Muscat, Azaiba",900 OMR,90,For Rent
Elegant 4-Bedroom Villa for Rent in South Al Mawaleh,"Muscat, Al Mawaleh",550 OMR,270,For Rent
(#REF546) 2 BHK Apartments For Rent In Al Watayah,"Muscat, Al-Wuttayah",230 OMR,120,For Rent
87 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,87,For Rent
محلين ( تصلح كمكاتب ) للايجار في الانصب على الشارع السريع_  6 اشهر فترة سماح,"Muscat, Ansab",285 OMR,38,For Rent
2+1 BEDROOM APARTMENT [AM-002],"Muscat, Al Mouj",700 OMR,1,For Rent
160 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,160,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",100 OMR,,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Izki,"Al Dakhiliya, Izki",60 OMR,80,For Rent
600 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,600,For Rent
Furnished Daily in Muscat Al-Hail,"Muscat, Al-Hail",8 OMR,,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",150 OMR,250,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,100,For Rent
4 Bedrooms Chalet for Rent in Muscat Al Khoud,"Muscat, Al Khoud",40 OMR,450,For Rent
Furnished Daily in Muscat Al-Sifah,"Muscat, Al-Sifah",25 OMR,,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",200 OMR,150,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,300,For Rent
Spacious 3 floor villa in MQ,"Muscat, Madinat As Sultan Qaboos",950 OMR,1111,For Rent
MEDICAL CENTER [SA-001],"Muscat, Other",7 OMR,600,For Rent
Room for rent,"Muscat, Al Khuwair",125 OMR,,For Rent
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,250,For Rent
1 BHK apartment for rent in Al mouj,"Muscat, Al Mouj",500 OMR,108,For Rent
300 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,300,For Rent
12 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,12,For Rent
Residential Land for Rent in Muscat Amerat,"Muscat, Amerat","4,500 OMR",,For Rent
280 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",10 OMR,280,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25 OMR,300,For Rent
Semi Furnished Monthly in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",50 OMR,,For Rent
255 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala","40,000 OMR",255,For Rent
Semi Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",80 OMR,,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",180 OMR,225,For Rent
125 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",200 OMR,125,For Rent
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,200,For Rent
1000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,1000,For Rent
320 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala","100,000 OMR",320,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",800 OMR,300,For Rent
400 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",200 OMR,400,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,1000,For Rent
open Space Available for Rent – Ideal for Offices and Companies in a Prime Location in Ghala,"Muscat, Ghala",500 OMR,180,For Rent
كشك للإيجار مرخص في صلالة,"Dhofar, Salala",200 OMR,,For Rent
2000 m2 1 Bedroom Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",10 OMR,2000,For Rent
ROOM FOR RENT,"Muscat, Ghubrah",120 OMR,,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",180 OMR,400,For Rent
111 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",350 OMR,111,For Rent
للايجار محلات مميزه بمساحات متعدده ف مرتفعات غلا Shops for Rent different spaces,"Muscat, Ghala",500 OMR,71,For Rent
270 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",40 OMR,270,For Rent
104 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,"Muscat, Ansab",230 OMR,104,For Rent
بيسمنت للايجار,"Muscat, Al-Hail",800 OMR,450,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",120 OMR,,For Rent
1 Bedroom Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",300 OMR,4,For Rent
More than 6 bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,400,For Rent
35 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,35,For Rent
350 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,350,For Rent
Apartments for rent in Ruwi and Wadi Kabir in excellent locations for families,"Muscat, Ruwi",185 OMR,90,For Rent
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,600,For Rent
"Shops for rent in Muttrah on a main street, a very distinguished location","Muscat, Muttrah",150 OMR,14,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",35 OMR,,For Rent
90 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",100 OMR,90,For Rent
600 m2 5 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,600,For Rent
888 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,888,For Rent
محل للايجار في سندان,"Al Batinah, Barka",180 OMR,60,For Rent
1 Bedroom Chalet for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,500,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,200,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",180 OMR,100,For Rent
280 m2 3 Bedrooms Townhouse for Rent in Muscat Amerat,"Muscat, Amerat",350 OMR,280,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",18 OMR,90,For Rent
محلات ومعارض للايجار سوق السيب /Shops and showrooms for rent in Seeb Market,"Muscat, Seeb",150 OMR,20,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,120,For Rent
flat for rent,"Dhofar, Salala",30 OMR,95,For Rent
2 bedroom furnished appartment at Muscat Hills the Links شقة غرفتين,"Muscat, Muscat Hills",520 OMR,110,For Rent
600 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",90 OMR,600,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,120,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,200,For Rent
RENTED: Modern 2-Bedroom Flat with Gym & Pool Access – South Qurum  REF HO3012,"Muscat, Qurm",340 OMR,85,For Rent
285 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",85 OMR,285,For Rent
340 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,340,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,300,For Rent
Alkhuwer 33 fully furnished Apartment bathroom hall kitchen included all bills,"Muscat, Al Khuwair",250 OMR,60,For Rent
Apartment for rent in Ghala,"Muscat, Ghala",250 OMR,1111,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,100,For Rent
مكتب للايجار العذيبه/Office for rent in Al-AZAIBA,"Muscat, Azaiba",900 OMR,150,For Rent
"فيلا للايجار الحيل سكني استخدام تجاري/Villa for rent in Al Hail, residential and commercial use","Muscat, Al-Hail","3,200 OMR",1380,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",550 OMR,70,For Rent
67096 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,67096,For Rent
محلات للإيجار - العامرات - المحج - قريب من المنطقة السكنية,"Muscat, Amerat",100 OMR,25,For Rent
110 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",500 OMR,110,For Rent
175 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,175,For Rent
100 m2 Studio Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",200 OMR,100,For Rent
140 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,140,For Rent
SR-MA-822 Villa for rent in a compound in bousher .,"Muscat, Bosher",650 OMR,450,For Rent
Furnished Daily in Muscat Al-Sifah,"Muscat, Al-Sifah",20 OMR,,For Rent
SR-AH-808 Attached villa in a complex in Alhail south .,"Muscat, Al-Hail",400 OMR,250,For Rent
Unfurnished Monthly in Muscat Seeb,"Muscat, Seeb",95 OMR,,For Rent
222 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",10 OMR,222,For Rent
SR-IB-697 Shops for rent in Almawaleh South .,"Muscat, Al Mawaleh",390 OMR,40,For Rent
SR-SM-590 Attached villa in a compound in almawaleh south .,"Muscat, Al Mawaleh",650 OMR,300,For Rent
Furnished Monthly in Muscat Bosher,"Muscat, Bosher",350 OMR,,For Rent
1bhk in elkwer rwasco opposite bank moscut  غرفتاه وصاله ف الخوير رواسكو مقابل بنك مسقط والخدمات,"Muscat, Al Khuwair",290 OMR,100,For Rent
SR-MP-651 Office for rent in Almawaleh in a prime location.,"Muscat, Al Mawaleh",260 OMR,100,For Rent
500 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",18 OMR,500,For Rent
10 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,10,For Rent
300 m2 Studio Apartments for Rent in Al Batinah Other,"Al Batinah, Other",50 OMR,300,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,120,For Rent
Brand New Shop for Rent in Muscat Pavilion Mall - Muscat Hills / محل جديد للايجار في مسقط هيلز,"Muscat, Muscat Hills",700 OMR,47,For Rent
3BHK Flat for rent in Qurum - شقة 3 غرف للايجار في القرم,"Muscat, Qurm",290 OMR,110,For Rent
"Luxury 2BHK in Tunes Building, Ruwi for Rent شقة للايجار في روي","Muscat, Ruwi",250 OMR,110,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,100,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",180 OMR,,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110 OMR,,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,600,For Rent
150 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,150,For Rent
450 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,450,For Rent
91 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,91,For Rent
80 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,80,For Rent
250 m2 4 Bedrooms Villa for Rent in Muscat Qurm,"Muscat, Qurm",700 OMR,250,For Rent
معرض للايجار في شارع النزهة- Showroom for rent,"Muscat, Al Maabilah",10 OMR,600,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Seeb,"Muscat, Seeb",600 OMR,300,For Rent
Misfah - WAREHOUSE Available DISCOUNTED Rate,"Muscat, Misfah",300 OMR,280,For Rent
Spacious vila in MQ for rent,"Muscat, Madinat As Sultan Qaboos",750 OMR,1111,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",75 OMR,,For Rent
250 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",10 OMR,250,For Rent
600 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",180 OMR,600,For Rent
5 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,5,For Rent
محل العنایة سيارات,"Muscat, Al Khoud","2,100 OMR",55,For Rent
150 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,150,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",45 OMR,200,For Rent
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,1,For Rent
big room near mabeila south / غرفة واسعة بالقرب من المعبيلة الجنوبية,"Muscat, Al Maabilah",75 OMR,48,For Rent
محل تجاري/صناعي للإيجار في مدينة سندان   / Commercial/Industrial Shop for Rent in Sana,"Muscat, Al Maabilah",100 OMR,60,For Rent
44 m2 Studio Apartments for Rent in Muscat Halban,"Muscat, Halban",70 OMR,44,For Rent
khareef khareefsalalah,"Dhofar, Salala",70 OMR,600,For Rent
70 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",400 OMR,70,For Rent
50 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",160 OMR,50,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,100,For Rent
20 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",12 OMR,20,For Rent
فله  ارضيه مفروشه ومستقله تتكون من ثلاث غرف ومجلس وصالتين و4 دورات مياه وغرفه ملابس ومطبخ,"Dhofar, Salala",60 OMR,600,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",100 OMR,,For Rent
Room for sharing,"Muscat, Wadi Al Kabir",35 OMR,,For Rent
ارض للإيجار في صور Fenced land for rent in Sur,"Al Sharqiya, Sur",400 OMR,800,For Rent
10000 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",190 OMR,10000,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",80 OMR,,For Rent
منزل للإجار اليومي في الاشخره,"Al Sharqiya, Other",20 OMR,999,For Rent
140 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",65 OMR,140,For Rent
102 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,102,For Rent
50 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,50,For Rent
280 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,280,For Rent
300 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",125 OMR,300,For Rent
55 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",165 OMR,55,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",90 OMR,,For Rent
Furnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",65 OMR,,For Rent
Room for rent,"Muscat, Al Khuwair",80 OMR,40,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",270 OMR,100,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,200,For Rent
Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",8 OMR,,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Al Mudaibi,"Al Sharqiya, Al Mudaibi",100 OMR,250,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",50 OMR,,For Rent
shared bed space available for Rent For only pakistan,"Muscat, Al Mawaleh",70 OMR,,For Rent
Brand New Building for Rent – Prime Location in Bousher عمارة جديدة للإيجار – موقع مميز في بوشر,"Muscat, Bosher",320 OMR,90,For Rent
Fully Furnished 3BHK Apartment for Rent – Madinat Qaboos  شقة مفروشة بالكامل للإيجار – مدينة قابوس,"Muscat, Madinat As Sultan Qaboos",450 OMR,120,For Rent
620 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,620,For Rent
room for rent,"Muscat, Al Khuwair",100 OMR,,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",1 OMR,150,For Rent
98 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",160 OMR,98,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",20 OMR,,For Rent
400 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,400,For Rent
55 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,55,For Rent
1 Bhk in al ghubra opposite Indian school Including bills,"Muscat, Ghubrah",215 OMR,65,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",15 OMR,,For Rent
Unfurnished Monthly in Muscat Seeb,"Muscat, Seeb",110 OMR,,For Rent
190 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,190,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,"Dhofar, Other",50 OMR,250,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110 OMR,,For Rent
500 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",15 OMR,500,For Rent
7 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",230 OMR,7,For Rent
محل تجاري في المعبيلة الصناعيه بلوك 1,"Muscat, Al Maabilah",300 OMR,47,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",40 OMR,600,For Rent
محلات تجارية للإيجار في موقع استراتيجي بالمعبيلة – مسقط  مساحة 32 متر  مواقف سيارات  فرصة ذهبي,"Muscat, Al Maabilah",180 OMR,32,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",85 OMR,,For Rent
محلات للإيجار ف سور الـ حديد,"Muscat, Seeb",150 OMR,350,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,1,For Rent
90 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,90,For Rent
1 bhk for rent furnished including all,"Muscat, Azaiba",165 OMR,250,For Rent
63 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",230 OMR,63,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",45 OMR,200,For Rent
80 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,80,For Rent
2 room for rent in ghubrah,"Muscat, Ghubrah",120 OMR,,For Rent
60 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,60,For Rent
500 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35 OMR,500,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,150,For Rent
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,60,For Rent
Fully furnished apartment for rent in Alkhuwair,"Muscat, Al Khuwair",190 OMR,1111,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",450 OMR,300,For Rent
400 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",180 OMR,400,For Rent
50 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",160 OMR,50,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,300,For Rent
معرض متكامل للايجار,"Al Dhahirah, Ibri",1 OMR,2000,For Rent
Unfurnished Monthly in Al Batinah Saham,"Al Batinah, Saham",85 OMR,,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,300,For Rent
4 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",130 OMR,400,For Rent
270 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",250 OMR,270,For Rent
600 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,600,For Rent
