Property Title,Location,Bedrooms,Price,Size,Listing Type
600 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,65 OMR,600.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,100.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,80.0,For Rent
132 m2 2 Bedrooms Apartments for Rent in Al Wustaa Al Duqum,"Al Wustaa, Al Duqum",2.0,260 OMR,132.0,For Rent
450 m2 More than 6 bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",,650 OMR,450.0,For Rent
52 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",2.0,5 OMR,52.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,35 OMR,65.0,For Rent
85 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,85.0,For Rent
Bed Space Available in Ruwi only 25 riyal monthly,"Muscat, Ruwi",,25 OMR,,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",3.0,20 OMR,100.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",2.0,2 OMR,80.0,For Rent
محل للمشاركه او الإخلاء,"Muscat, Al Khoud",,150 OMR,40.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,100.0,For Rent
Semi Furnished Daily in Dhofar Salala,"Dhofar, Salala",,15 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,,,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,150.0,For Rent
385 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,120 OMR,385.0,For Rent
بيت الإيجار اليومي الاشخرة,"Al Sharqiya, Ja'alan Bani Bu Ali",,35 OMR,700.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,70 OMR,200.0,For Rent
Furnished Daily in Dhofar Other,"Dhofar, Other",,25 OMR,,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,"Dhofar, Mirbat",2.0,20 OMR,200.0,For Rent
75 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,65 OMR,75.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",2.0,130 OMR,80.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,45 OMR,,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,300 OMR,300.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,120 OMR,,For Rent
3 Bedrooms Chalet for Rent in Dhofar Taqah,"Dhofar, Taqah",3.0,40 OMR,1000.0,For Rent
96 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,20 OMR,96.0,For Rent
مخزن للايجار 60 متر مربع خلف مسقط مول,"Muscat, Al Maabilah",,230 OMR,60.0,For Rent
Residential Land for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",,"9,000 OMR",,For Rent
42 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",1.0,25 OMR,42.0,For Rent
600 m2 5 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",5.0,25 OMR,600.0,For Rent
"محل للايجار في بوشر موقع ممتاز جدا Shop for rent in Bousher, very excellent location","Muscat, Bosher",,250 OMR,30.0,For Rent
Semi Furnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",,120 OMR,,For Rent
Apartment for rent in Qurum,"Muscat, Qurm",2.0,450 OMR,1111.0,For Rent
3bhk penthouse in bosher,"Muscat, Bosher",3.0,650 OMR,1111.0,For Rent
بيت للإيجار بسعر 20ریال يومي,"Dhofar, Salala",,20 OMR,5000.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",3.0,80 OMR,300.0,For Rent
50 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,12 OMR,50.0,For Rent
**فرصه مميزه للمستثمرين واصاحب السجلات ** محلات للايجار في بوشر شارع المها بناية جديده موقع مميز,"Muscat, Bosher",,400 OMR,40.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,110 OMR,1.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,80 OMR,600.0,For Rent
300 ft² 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",2.0,30 OMR,,For Rent
Unfurnished Monthly in Muscat Wadi Al Kabir,"Muscat, Wadi Al Kabir",,100 OMR,,For Rent
عماره مكونه من ثلاث طوابق مخزن ارضي و طابقين موقع عبري / عملا,"Al Dhahirah, Ibri",,530 OMR,530.0,For Rent
SHOWROOM [SQ-145],"Muscat, Qurm",,6 OMR,920.0,For Rent
Furnished Daily in Al Dhahirah Ibri,"Al Dhahirah, Ibri",,8 OMR,,For Rent
50 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,180 OMR,50.0,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,140 OMR,300.0,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,130 OMR,,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,40 OMR,300.0,For Rent
Spacious Apartment for Rent in Azaiba  REF 993iB,"Muscat, Azaiba",3.0,420 OMR,100.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,18 OMR,80.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,40 OMR,70.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,50 OMR,200.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,70.0,For Rent
44 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,80 OMR,44.0,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,65 OMR,300.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,25 OMR,100.0,For Rent
Shared rooms for rent with fully furnished and good condition,"Dhofar, Salala",3.0,35 OMR,100.0,For Rent
Semi Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",,500 OMR,,For Rent
32 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",,270 OMR,32.0,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",2.0,,200.0,For Rent
100 m2 3 Bedrooms Townhouse for Rent in Muscat Sidab,"Muscat, Sidab",3.0,100 OMR,100.0,For Rent
220 m2 5 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",5.0,50 OMR,220.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,300.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,110.0,For Rent
600 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,60 OMR,600.0,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,1000.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",2.0,150 OMR,90.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,35 OMR,,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,70 OMR,400.0,For Rent
98 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",2.0,150 OMR,98.0,For Rent
Luxury 1 bedroom apartment in Muscat Hills (fully furnished with a nice view),"Muscat, Muscat Hills",1.0,485 OMR,80.0,For Rent
Modern 2BR Apartment in Azaiba  Fully Furnished  Great Location!,"Muscat, Azaiba",2.0,400 OMR,100.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,1.0,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,150.0,For Rent
Apartment for rent(monthly or daily),"Muscat, Azaiba",2.0,20 OMR,100.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",2.0,100 OMR,155.0,For Rent
105 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,180 OMR,105.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",3.0,175 OMR,120.0,For Rent
155 m2 3 Bedrooms Townhouse for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",3.0,150 OMR,155.0,For Rent
مطعم ماكولات سريعه,"Al Sharqiya, Al Mudaibi",,"3,000 OMR",55.0,For Rent
مخزن أو ورشة صناعية للإيجار,"Muscat, Bosher",,"1,200 OMR",560.0,For Rent
6 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,,6.0,For Rent
40 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,20 OMR,40.0,For Rent
1600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,35 OMR,1600.0,For Rent
"Murooj Al Zain – Salalah’s Hidden Gem, 3 Bedroom Apartment","Dhofar, Salala",3.0,80 OMR,100.0,For Rent
Room Available in Sohar - Sharing Basis (Short Term) near sohar university,"Al Batinah, Sohar",1.0,65 OMR,140.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",1.0,120 OMR,65.0,For Rent
280 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,85 OMR,280.0,For Rent
Apartment for rent in Alkhuwair,"Muscat, Al Khuwair",1.0,170 OMR,1111.0,For Rent
"Modern 2BHK Apartment for Rent – Ghubra, Opposite Avenues Mall, Muscat.","Muscat, Ghubrah",2.0,360 OMR,150.0,For Rent
20 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,12 OMR,20.0,For Rent
Fantastic Villa for rent in MQ REF 78iC,"Muscat, Madinat As Sultan Qaboos",4.0,700 OMR,300.0,For Rent
1111 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,,1111.0,For Rent
للإيجار محل بالخوض السادسه يصلح مخزن مساحته 25 متر,"Muscat, Al Khoud",,80 OMR,25.0,For Rent
Furnished Daily in Muscat Bosher,"Muscat, Bosher",,16 OMR,,For Rent
Furnished Daily in Muscat Bosher,"Muscat, Bosher",,27 OMR,,For Rent
150 m2 4 Bedrooms Apartments for Rent in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",4.0,140 OMR,150.0,For Rent
80 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,20 OMR,80.0,For Rent
Furnished Daily in Muscat Azaiba,"Muscat, Azaiba",,10 OMR,,For Rent
5 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,30 OMR,5.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",3.0,20 OMR,150.0,For Rent
فيلا  للايجار في صلالة,"Dhofar, Salala",,,100.0,For Rent
100000 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,45 OMR,100000.0,For Rent
290 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,,290.0,For Rent
400 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,,400.0,For Rent
50 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,100 OMR,50.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,110 OMR,70.0,For Rent
معرض ومحلات لايجار,"Al Batinah, Saham",,"1,550 OMR",463.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,20 OMR,100.0,For Rent
420 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,35 OMR,420.0,For Rent
11 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,15 OMR,11.0,For Rent
محل في المعبيلة الصناعية للإيجار,"Muscat, Al Maabilah",,150 OMR,20.0,For Rent
600 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,80 OMR,600.0,For Rent
230 m2 4 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",4.0,70 OMR,230.0,For Rent
Family-based ROOM safe and silent,"Muscat, Al Mawaleh",,5 OMR,,For Rent
Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",,5 OMR,,For Rent
400 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,1 OMR,400.0,For Rent
محلات إيجار جنب محطه بترول موقع حيوي جدا سعر مناسب نايبه سمد شان جنب صناعيه مجوده جنبها مدارس,"Al Sharqiya, Al Mudaibi",,70 OMR,700.0,For Rent
70 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,20 OMR,70.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,29 OMR,,For Rent
300 m2 3 Bedrooms Villa for Rent in Muscat Al-Hail,"Muscat, Al-Hail",3.0,400 OMR,300.0,For Rent
60 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,29 OMR,60.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,40 OMR,90.0,For Rent
200 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,200.0,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Amerat,"Muscat, Amerat",5.0,250 OMR,300.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,100.0,For Rent
Room for daily rent 18 rial,"Dhofar, Salala",2.0,18 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,40 OMR,,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,150.0,For Rent
سكن للايجارات,"Muscat, Al Khuwair",,120 OMR,150.0,For Rent
400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,30 OMR,400.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,65 OMR,110.0,For Rent
105 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,45 OMR,105.0,For Rent
محل في مدينة سندان مع شقه للايجار,"Al Batinah, Barka",,250 OMR,121.0,For Rent
محل تجاري في موقع مميز بسوق الخوض,"Muscat, Al Khoud",,400 OMR,31.0,For Rent
Residential Land for Rent in Dhofar Salala,"Dhofar, Salala",,"15,000 OMR",,For Rent
40 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,150 OMR,40.0,For Rent
Spacious Townhouse for Rent in MQ REF 74YC,"Muscat, Madinat As Sultan Qaboos",5.0,"1,100 OMR",400.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,"15,000 OMR",,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,150.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,50 OMR,200.0,For Rent
22 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,8 OMR,22.0,For Rent
1200 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,"Dhofar, Other",3.0,70 OMR,1200.0,For Rent
306 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,100 OMR,306.0,For Rent
250 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,250.0,For Rent
Room for rent in Wadi Adi  غرفه للايجار في وادي عدي,"Muscat, Ruwi",,60 OMR,,For Rent
600 m2 4 Bedrooms Townhouse for Rent in Al Batinah Sohar,"Al Batinah, Sohar",4.0,250 OMR,600.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",2.0,100 OMR,155.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",2.0,80 OMR,155.0,For Rent
155 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",2.0,75 OMR,155.0,For Rent
2BHK for rent in Aziba شقة غرفتين وصالة ودورتين مياه ومطبخ للإيجار في العذيبة,"Muscat, Azaiba",2.0,200 OMR,90.0,For Rent
250 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",2.0,25 OMR,250.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,15 OMR,200.0,For Rent
للإيجار محل تجاري مميز على الشارع العام – الحيل الجنوبية بجوار الوطنية للتمويل – موقع حيوي,"Muscat, Al-Hail",,"1,500 OMR",200.0,For Rent
محل للايجار بالعامرات بناية رودينا,"Muscat, Amerat",,150 OMR,30.0,For Rent
For Rent – Spacious Luxury Villa in Qurum,"Muscat, Qurm",5.0,600 OMR,320.0,For Rent
135 m2 3 Bedrooms Apartments for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",3.0,140 OMR,135.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",2.0,220 OMR,80.0,For Rent
Furnished Yearly in Muscat Bosher,"Muscat, Bosher",,75 OMR,,For Rent
Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",,120 OMR,,For Rent
Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",,100 OMR,,For Rent
Furnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,60 OMR,,For Rent
560 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,120 OMR,560.0,For Rent
Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",,100 OMR,,For Rent
320 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,750 OMR,320.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Muttrah,"Muscat, Muttrah",1.0,150 OMR,100.0,For Rent
155 m2 3 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",3.0,70 OMR,155.0,For Rent
155 m2 3 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",3.0,80 OMR,155.0,For Rent
Residential Land for Rent in Dhofar Salala,"Dhofar, Salala",,100 OMR,,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",1.0,160 OMR,100.0,For Rent
1 BHK Flat for rent in Wadi Kabir,"Muscat, Wadi Al Kabir",1.0,130 OMR,90.0,For Rent
201 m2 3 Bedrooms Townhouse for Rent in Al Batinah Sohar,"Al Batinah, Sohar",3.0,300 OMR,201.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,,120.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,130 OMR,,For Rent
Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",,120 OMR,,For Rent
مروج تدمر للشقق والفلل المفروشه للإيجار,"Dhofar, Salala",,13 OMR,100.0,For Rent
Farm Land for Rent in Al Batinah Barka,"Al Batinah, Barka",,1 OMR,,For Rent
Furnished studio including all bills ( Al Khuwair 33)   استوديو مفروش بالخوبر 33 السعر شامل الفواتير,"Muscat, Al Khuwair",,160 OMR,120.0,For Rent
Furnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,140 OMR,,For Rent
1 Bedroom Chalet for Rent in Al Sharqiya Other,"Al Sharqiya, Other",1.0,7 OMR,8.0,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,35 OMR,,For Rent
2 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",2.0,50 OMR,150.0,For Rent
25 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,15 OMR,25.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,110.0,For Rent
Shops for rent in Maabilah,"Muscat, Al Maabilah",,250 OMR,36.0,For Rent
Beautiful boutique for sale or rent,"Muscat, Seeb",,"2,000 OMR",90.0,For Rent
Brand New 1BHK Apartment in Al Khuwair  شقة جديدة من غرفة نوم واحدة في الخوير,"Muscat, Al Khuwair",1.0,250 OMR,90.0,For Rent
1222 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,20 OMR,1222.0,For Rent
Unfurnished Monthly in Muscat Ghala,"Muscat, Ghala",,60 OMR,,For Rent
‏ملاحظة ‏ ‏الفيلا ‏متاحة من تاريخ21/8 ‏ولكن تتوفر  فلل والشقق وغرف للإيجار اليومي,"Dhofar, Salala",,60 OMR,400.0,For Rent
Elegant 1BHK Apartment in Qurum  شقة أنيقة من غرفة نوم واحدة في القرم,"Muscat, Qurm",1.0,275 OMR,90.0,For Rent
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,25 OMR,250.0,For Rent
Looking for Affordable Rooms and Car Rentals in Salalah?  We offer well-maintained rooms and cars,"Dhofar, Salala",,20 OMR,,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,75 OMR,,For Rent
Furnished Daily in Al Batinah Sohar,"Al Batinah, Sohar",,12 OMR,,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,120 OMR,,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,1 OMR,600.0,For Rent
400 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,60 OMR,400.0,For Rent
35 m2 1 Bedroom Villa for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",1.0,8 OMR,35.0,For Rent
25 ft² 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,,For Rent
130 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,160 OMR,130.0,For Rent
Shared Room for Rent Berka Rumais.Preference to Indians (kerala),"Al Batinah, Al Rumais",,70 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,20 OMR,,For Rent
1 m2 Studio Apartments for Rent in Muscat Seeb,"Muscat, Seeb",,90 OMR,1.0,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,70 OMR,300.0,For Rent
450 m2 More than 6 bedrooms Villa for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",,400 OMR,450.0,For Rent
فرصة محل بسوق مطرح ايجار,"Muscat, Muttrah",,100 OMR,20.0,For Rent
Al Ansab furnished apartment for daily starts from 30omr and monthly fixed at 450omr rent,"Muscat, Ansab",2.0,30 OMR,100.0,For Rent
Unfurnished Monthly in Muscat Azaiba,"Muscat, Azaiba",,110 OMR,,For Rent
شقق مكاتب تجارية للايجار ومساحات مفتوحة في الغبرة _Commercial office apartments for rent and open sp,"Muscat, Ghubrah",,350 OMR,120.0,For Rent
"طابق كامل تجاري في العذيبة 430 م للايجار _An entire floor for rent, commercial","Muscat, Azaiba",,"1,600 OMR",430.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",2.0,270 OMR,120.0,For Rent
"مكاتب للايجار في غلا الشارع العام _Offices for rent in Ghala, main street","Muscat, Ghala",,175 OMR,400.0,For Rent
390 ft² 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",2.0,240 OMR,100.0,For Rent
مكتب تجاري للايجار 18 نوفمبر_ Commercial office for rent on November 18th,"Muscat, Azaiba",,450 OMR,200.0,For Rent
